"","X","h_hotelid","h_in_page","hotel_name","hotel_loc","h_dist_centro","h_dist_praia","h_num_stars","h_num_comments","h_prices","h_peq_almoco","h_canc_gratuito","h_quartos_restantes","h_score_medio"
"182",182,2657978,7,"Hotel Vanity"," Copacabana","8 km do centro"," A 600 m da praia",NA,"70","€ 39",1,1,"0","6,5"
"183",183,349492,7,"Arosa Rio Hotel"," Centro do Rio de Janeiro","1,8 km do centro"," A 2,7 km da praia",4,"567","€ 39",1,1,"1","8,4"
"184",184,1315357,7,"Mango Tree Ipanema"," Ipanema","9 km do centro"," A 300 m da praia",NA,"611","€ 24",0,0,"1","8,2"
"185",185,1881668,7,"Aurora Hostel Rio"," Botafogo","6 km do centro"," A 1,7 km da praia",NA,"421","€ 17",0,0,"1","7,7"
"186",186,484112,7,"Hotel Plage"," Ilha do Governador","12 km do centro"," Em frente à praia",NA,"348","€ 27",1,1,"1","6,7"
"187",187,392177,7,"Hotel Sheik (Adults Only)"," Centro do Rio de Janeiro","950 m do centro"," A 2,7 km da praia",NA,"220","€ 16",1,1,"1","8,3"
"188",188,2984583,7,"Quarto Privativo em Condominio"," Ilha do Governador","11 km do centro","",NA,"506","€ 20",0,0,"1","9,4"
"189",189,1709032,7,"Venit Mio Hotel"," Barra da Tijuca","23 km do centro","",4,"166","€ 66",1,1,"0","8,7"
"190",190,314145,7,"OYO Hotel Vital"," Centro do Rio de Janeiro","800 m do centro","",2,"574","€ 21",1,1,"0","7,2"
"191",191,416919,7,"Hotel La Costa"," Centro do Rio de Janeiro","1,6 km do centro"," A 1,9 km da praia",NA,"61","€ 23",1,1,"1","6,7"
"192",192,249613,7,"Che Lagarto Hostel Ipanema"," Ipanema","9 km do centro"," A 1,1 km da praia",NA,"1 763","€ 24",0,0,"1","8,3"
"193",193,1845101,7,"Mojito Hostel & Suites Ipanema Rio de Janeiro"," Ipanema","9 km do centro"," A 700 m da praia",NA,"751","€ 20",1,1,"1","8,5"
"194",194,2590972,7,"Rio Spot Duvivier D038"," Copacabana","7 km do centro"," Em frente à praia",4,"13","€ 109",0,0,"0","8,4"
"195",195,467162,8,"Rio Deal Guest House"," Copacabana","7 km do centro"," A 650 m da praia",3,"275","€ 22",0,0,"1","8,1"
"196",196,4410736,8,"GUARATIBALI RESIDENCE"," Rio de JaneiroMostrar no mapa","42 km do centro"," Em frente à praia",NA,"37","€ 30",0,0,"1","7,9"
"197",197,1703828,8,"Courtyard by Marriott Rio de Janeiro Barra da Tijuca"," Barra da Tijuca","24 km do centro","",4,"325","€ 57",0,0,"1","8,4"
"198",198,419766,8,"KS Residence"," Barra da Tijuca","17 km do centro"," A 1,9 km da praia",4,"185","€ 87",1,1,"1","9,1"
"199",199,4088169,8,"Flat Casa del Mar"," Barra da Tijuca","21 km do centro"," Em frente à praia",3,"40","€ 70",0,0,"1","7,4"
"200",200,6839073,8,"Apartamento próximo a Praia do Forte"," Rio de JaneiroMostrar no mapa","119 km do centro"," A 400 m da praia",NA,"0","€ 49",0,0,"0",""
"201",201,1474245,8,"Hospedaria Rio"," Botafogo","5 km do centro"," A 450 m da praia",NA,"763","€ 16",0,0,"1","8,6"
"202",202,5846416,8,"Farfalla São Manuel"," Botafogo","5 km do centro"," A 900 m da praia",NA,"85","€ 19",0,0,"1","8,4"
"203",203,6893942,8,"Condomínio Vila do Sossego"," Rio de JaneiroMostrar no mapa","120 km do centro"," A 2,7 km da praia",NA,"0","€ 31",0,0,"1",""
"204",204,6585751,8,"South Beach Copacabana Residence"," Copacabana","8 km do centro"," A 200 m da praia",4,"0","€ 69",0,0,"1",""
"205",205,4407370,8,"Copacabana Private rooms aluguel"," Copacabana","9 km do centro"," A 500 m da praia",NA,"99","€ 16",0,0,"1","6,8"
"206",206,738662,8,"Ace Praia de Botafogo Suites"," Botafogo","5 km do centro"," A 500 m da praia",NA,"307","€ 21",0,0,"1","7,8"
"207",207,1612876,8,"Rio Spot Atlantica 2440"," Copacabana","7 km do centro"," Em frente à praia",3,"35","€ 213",0,0,"1","7,7"
"208",208,1900269,8,"Discovery Suites Rio"," Santa Teresa","2,4 km do centro"," A 1,6 km da praia",4,"158","€ 46",1,1,"1","9,1"
"209",209,6477959,8,"Quartos da Preta"," Recreio dos Bandeirantes","33 km do centro","",NA,"9","€ 18",0,0,"1","9,0"
"210",210,1459164,8,"VOA Casa Tuxi"," Botafogo","4,8 km do centro"," A 450 m da praia",3,"350","€ 27",1,1,"1","7,4"
"211",211,189039,8,"Biarritz Hotel"," Copacabana","8 km do centro"," A 400 m da praia",2,"253","€ 52",1,1,"1","6,4"
"212",212,2306487,8,"Pousada Barra Riocentro"," Jacarepaguá","25 km do centro","",3,"38","€ 22",1,1,"1","6,0"
"213",213,330697,8,"Parque Hotel"," Centro do Rio de Janeiro","1,8 km do centro"," A 2,9 km da praia",2,"322","€ 16",1,1,"1","7,6"
"214",214,695655,8,"Rio Way Hostel"," Recreio dos Bandeirantes","33 km do centro"," Em frente à praia",NA,"258","€ 33",0,0,"1","7,8"
"215",215,350029,8,"Hotel Fênix (Adult Only)"," Centro do Rio de Janeiro","1,4 km do centro"," A 2,7 km da praia",NA,"69","€ 31",1,1,"1","8,0"
"216",216,857680,8,"Baixo Copa Guest House"," Copacabana","8 km do centro"," A 300 m da praia",3,"267","€ 27",0,0,"1","7,7"
"217",217,5727448,8,"Hostel Maresias do Leme"," Leme","6 km do centro"," A 450 m da praia",NA,"103","€ 22",1,1,"1","9,4"
"218",218,5442726,8,"OYO Hotel Rio Laranjeiras"," Laranjeiras","3,7 km do centro"," A 1,4 km da praia",NA,"313","€ 21",0,0,"1","8,4"
"219",219,595377,8,"Copacabana Hostel"," Copacabana","7 km do centro"," A 550 m da praia",NA,"466","€ 16",0,0,"1","7,3"
"220",220,4591977,9,"Copacabana perto de tudo"," Copacabana","6 km do centro"," A 700 m da praia",4,"3","€ 48",0,0,"1","8,3"
"221",221,6594317,9,"Carvalho de Paquetá"," Rio de JaneiroMostrar no mapa","16 km do centro","",NA,"11","€ 27",0,0,"1","9,4"
"222",222,1902888,9,"Hotel Magnus (Adult Only)"," Zona Norte","3,5 km do centro","",NA,"115","€ 24",1,1,"0","7,8"
"223",223,1840751,9,"Riosoleil Copacabana"," Copacabana","9 km do centro"," A 650 m da praia",NA,"69","€ 25",0,0,"1","9,1"
"224",224,411002,9,"Shelton Hotel (Adult Only)"," Zona Norte","18 km do centro","",NA,"192","€ 22",1,1,"0","7,8"
"225",225,1840106,9,"Hostel Sol e Mar"," Vidigal","11 km do centro"," Em frente à praia",NA,"36","€ 20",0,0,"1","8,7"
"226",226,682105,9,"Vidigal Varandas Hostel"," Vidigal","12 km do centro"," A 950 m da praia",NA,"152","€ 23",0,0,"1","8,4"
"227",227,636582,9,"Hotel Gomes Freire (Adult Only)"," Centro do Rio de Janeiro","1,1 km do centro"," A 2,6 km da praia",NA,"141","€ 16",0,0,"1","7,4"
"228",228,707386,9,"Pousada e Hostel Barra da Tijuca"," Barra da Tijuca","18 km do centro"," A 2,8 km da praia",NA,"155","€ 43",1,1,"1","7,9"
"229",229,2082937,9,"Apartamento em Copacabana"," Copacabana","6 km do centro"," A 650 m da praia",3,"70","€ 20",0,0,"0","8,6"
"230",230,6805187,9,"PrimeBarra"," Jacarepaguá","23 km do centro","",NA,"0","€ 27",1,1,"1",""
"231",231,329043,9,"Hotel Caracas Rio Aeroporto Galeão"," Ilha do Governador","12 km do centro","",4,"154","€ 27",0,0,"0","6,9"
"232",232,2928164,9,"Hotel Cabo Finisterra"," Centro do Rio de Janeiro","1,8 km do centro"," A 2,2 km da praia",NA,"193","€ 10",0,0,"1","6,1"
"233",233,1879650,9,"Hotel Hostal (Adults Only)"," Centro do Rio de Janeiro","1 km do centro"," A 2,7 km da praia",NA,"177","€ 15",1,1,"1","7,4"
"234",234,374358,9,"Love Time Hotel (Adult Only)"," Glória","2,4 km do centro"," A 900 m da praia",NA,"144","€ 35",1,1,"1","8,3"
"235",235,289658,9,"Motel Caricia (Adult Only)"," Madureira","17 km do centro","",NA,"74","€ 28",0,0,"0","7,3"
"236",236,6873140,9,"Casa em frente à praia"," Rio de JaneiroMostrar no mapa","40 km do centro","",NA,"0","€ 157",0,0,"0",""
"237",237,5566634,9,"Pousada Sobrado Botafogo"," Botafogo","5 km do centro"," A 900 m da praia",NA,"92","€ 9",0,0,"1","8,6"
"238",238,4513401,9,"Pousada Mansão Rio centro"," Jacarepaguá","25 km do centro","",NA,"25","€ 22",1,1,"0","6,9"
"239",239,2710541,9,"Pousada Serra e Mar RioCentro"," Rio de JaneiroMostrar no mapa","25 km do centro","",3,"73","€ 17",1,1,"1","6,6"
"240",240,358185,9,"Gamboa Rio Hotel"," Centro do Rio de Janeiro","1,1 km do centro","",2,"238","€ 33",1,1,"0","7,1"
"241",241,865559,9,"Mambembe Hostel"," Centro do Rio de Janeiro","1,7 km do centro"," A 1,7 km da praia",NA,"216","€ 13",0,0,"1","8,7"
"242",242,743885,9,"Santa Tere Hostel"," Santa Teresa","2,5 km do centro"," A 1,4 km da praia",NA,"279","€ 17",0,0,"1","8,6"
"243",243,1168226,9,"Apartamento Copacabana - Rio de Janeiro"," Copacabana","6 km do centro"," A 750 m da praia",4,"10","€ 55",0,0,"0","8,5"
"244",244,1123339,10,"Copacabana Djalma Ulrich Posto 5"," Copacabana","8 km do centro"," A 700 m da praia",3,"9","€ 138",0,0,"0","7,0"
"245",245,687017,10,"Hotel Meu Cantinho (Adults Only)"," Centro do Rio de Janeiro","900 m do centro"," A 2,8 km da praia",NA,"220","€ 16",1,1,"1","8,2"
"246",246,1492725,10,"Lindo Studio Ipanema"," Ipanema","9 km do centro"," Em frente à praia",3,"66","€ 58",0,0,"0","8,7"
"247",247,300923,10,"Midway Motel (Adult Only)"," Centro do Rio de Janeiro","1,1 km do centro"," A 2,6 km da praia",NA,"595","€ 17",1,1,"1","8,0"
"248",248,548188,10,"Hospedagem Ledo"," Centro do Rio de Janeiro","800 m do centro"," A 2,8 km da praia",NA,"110","€ 13",0,0,"1","5,9"
"249",249,5165485,10,"Lar do Aconchego Quarto privado"," Zona Norte","14 km do centro","",NA,"82","€ 13",1,1,"1","8,6"
"250",250,6874408,10,"Casa em Arraial do Cabo"," Rio de JaneiroMostrar no mapa","118 km do centro"," A 700 m da praia",NA,"0","€ 126",0,0,"0",""
"251",251,1902456,10,"Hotel Itaoka (Adults Only)"," Zona Norte","9 km do centro","",3,"38","€ 28",1,1,"0","7,0"
"252",252,1879651,10,"Hospedagem Municipal"," Centro do Rio de Janeiro","800 m do centro"," A 2,8 km da praia",NA,"134","€ 13",0,0,"1","6,3"
"253",253,3041359,10,"COPACABANA, MIRANTE DO AZUL MAR"," Copacabana","6 km do centro"," Em frente à praia",NA,"36","€ 46",0,0,"1","8,4"
"254",254,734469,10,"Le House Hostel"," Leme","6 km do centro"," A 400 m da praia",NA,"209","€ 21",0,0,"1","7,0"
"255",255,1057544,10,"Te Adoro Hotel (Adult Only)"," Zona Norte","7 km do centro","",NA,"86","€ 31",1,1,"0","7,8"
"256",256,5918862,10,"Kitnet Aconchegante Em Benfica"," Zona Norte","6 km do centro","",NA,"11","€ 10",0,0,"0","8,8"
"257",257,4110960,10,"Paradiso All suítes"," Barra da Tijuca","18 km do centro","",NA,"41","€ 28",0,0,"1","7,0"
"258",258,1055711,10,"Ipanema Vinicius de Moraes"," Ipanema","9 km do centro"," A 350 m da praia",3,"78","€ 39",0,0,"0","8,1"
"259",259,2199300,10,"Apartamento Olof"," Barra da Tijuca","25 km do centro","",4,"0","€ 126",0,0,"0",""
"260",260,4422880,10,"Apt. Av. Atlantica, 1480"," Copacabana","7 km do centro"," A 800 m da praia",3,"12","€ 63",0,0,"1","9,1"
"261",261,1851957,10,"Copacabana Praia Rio"," Copacabana","7 km do centro"," Em frente à praia",3,"25","€ 55",0,0,"0","8,8"
"262",262,1267496,10,"Apartamento Figueiredo Magalhães"," Copacabana","7 km do centro"," Em frente à praia",3,"26","€ 45",0,0,"0","8,8"
"263",263,1911983,10,"Jumbo Hotel (Adults Only)"," Zona Norte","17 km do centro","",NA,"34","€ 23",1,1,"0","6,8"
"264",264,503505,10,"Pousada Barra da Tijuca"," Barra da Tijuca","17 km do centro"," A 2,2 km da praia",3,"148","€ 28",1,1,"1","8,1"
"265",265,1379923,10,"Le Chateau Lapa Boutique Hotel"," Centro do Rio de Janeiro","1,4 km do centro"," A 2 km da praia",NA,"0","€ 90",1,1,"0",""
"266",266,5408516,10,"Apart Hotel Rio Stay"," Jacarepaguá","25 km do centro","",3,"22","€ 39",0,0,"1","7,1"
"267",267,6774261,10,"Big Waves Hospedagem"," Rio de JaneiroMostrar no mapa","67 km do centro"," Em frente à praia",NA,"0","€ 20",0,0,"1",""
"268",268,2031739,10,"Hotel Ordenes (Adult Only)"," Centro do Rio de Janeiro","1,1 km do centro"," A 2,3 km da praia",NA,"203","€ 11",0,0,"1","6,3"
"269",269,6820618,11,"Incrível Apart Copacabana"," Copacabana","7 km do centro"," A 1 km da praia",NA,"0","€ 82",0,0,"0",""
"270",270,1905137,11,"Magnus Norte Hotel (Adult Only)"," Zona Norte","8 km do centro","",NA,"66","€ 34",1,1,"0","7,2"
"271",271,777102,11,"Pousada da Gigoia - Barra da Tijuca"," Barra da Tijuca","17 km do centro"," Em frente à praia",3,"84","€ 31",1,1,"1","9,1"
"272",272,2155546,11,"Ibis Budget Rio de Janeiro Centro"," Centro do Rio de Janeiro","800 m do centro"," A 2,6 km da praia",2,"293","€ 30",0,0,"0","8,2"
"273",273,1689028,11,"Cliffside"," Joatinga","17 km do centro"," A 450 m da praia",NA,"88","€ 213",1,1,"1","9,7"
"274",274,1275592,11,"Rio Boutique Suites"," Cosme Velho","4,6 km do centro"," A 1,8 km da praia",NA,"45","€ 44",0,0,"1","9,2"
"275",275,6680572,11,"Surf Club Longboard Paradise Hostel"," Recreio dos Bandeirantes","33 km do centro"," A 750 m da praia",NA,"5","€ 40",0,0,"1","9,8"
"276",276,358167,11,"Pompeu Rio Hotel"," Centro do Rio de Janeiro","900 m do centro","",3,"391","€ 19",1,1,"0","6,7"
"277",277,1079364,11,"Rio Surf House Hostel e Pousada"," Recreio dos Bandeirantes","33 km do centro"," A 950 m da praia",NA,"80","€ 21",0,0,"1","7,5"
"278",278,189038,11,"Hotel Ducasse"," Copacabana","9 km do centro"," A 800 m da praia",3,"675","€ 27",1,1,"1","5,5"
"279",279,4636724,11,"RESIDENTE SERVICE DE FRENTE PARA O MAR - AV. VIEIRA SOUTO 510"," Ipanema","9 km do centro"," Em frente à praia",4,"23","€ 201",0,0,"1","7,8"
"280",280,6884244,11,"Lindo Apartamento em Copacabana"," Copacabana","7 km do centro"," A 1,3 km da praia",NA,"0","€ 63",0,0,"0",""
"281",281,488013,11,"Studio Copacabana"," Copacabana","9 km do centro"," A 650 m da praia",3,"18","€ 63",0,0,"0","8,6"
"282",282,5578154,11,"Casa Longboard Hostel"," Recreio dos Bandeirantes","33 km do centro"," Em frente à praia",NA,"51","€ 27",0,0,"1","9,2"
"283",283,2863463,11,"GuestHouse Casa da Montanha"," Rio de JaneiroMostrar no mapa","16 km do centro","",NA,"68","€ 26",0,0,"1","9,0"
"284",284,696303,11,"Pouso Verde Bed and Breakfast"," Jardim Botânico","8 km do centro"," A 2,6 km da praia",3,"63","€ 35",1,1,"1","9,6"
"285",285,6830957,11,"BEACH HOUSE"," Barra da Tijuca","20 km do centro","",NA,"0","€ 137",0,0,"0",""
"286",286,482500,11,"Rio Panoramic"," Santa Teresa","2,5 km do centro"," A 1,8 km da praia",4,"118","€ 80",1,1,"1","9,2"
"287",287,5645974,11,"Hotel Verlaine adult only"," Gamboa","1,2 km do centro","",NA,"19","€ 18",1,1,"1","5,9"
"288",288,5770908,11,"Rio Stay"," Jacarepaguá","25 km do centro","",4,"20","€ 22",0,0,"1","6,7"
"289",289,538483,11,"Pousada Guanabara Garden"," Ilha do Governador","10 km do centro","",3,"383","€ 39",1,1,"1","8,3"
"290",290,6866285,11,"TEMPORADA PRAIA COPACABANA"," Copacabana","7 km do centro"," A 1 km da praia",NA,"0","€ 63",0,0,"0",""
"291",291,5841022,11,"New Star"," Rio de JaneiroMostrar no mapa","27 km do centro","",NA,"5","€ 24",0,0,"0","5,8"
"292",292,622862,11,"Apartamento Ipanema Posto 9"," Ipanema","9 km do centro"," Em frente à praia",3,"19","€ 122",0,0,"1","8,1"
"293",293,3556450,11,"Apartamento no Leme 2 qts"," Leme","6 km do centro"," Em frente à praia",NA,"11","€ 62",0,0,"0","8,7"
"294",294,1103150,12,"Massape Rio Hostel"," Centro do Rio de Janeiro","1,1 km do centro"," A 2,4 km da praia",NA,"585","€ 15",0,0,"1","7,4"
"295",295,363846,12,"Motel Comodoro (Adult Only)"," Zona Norte","17 km do centro","",NA,"60","€ 16",0,0,"0","7,3"
"296",296,14038,12,"Mama Ruisa Boutique Hotel"," Santa Teresa","2,4 km do centro"," A 1,5 km da praia",4,"157","€ 161",0,0,"1","9,5"
"297",297,1057314,12,"Nosso Hotel (Adult Only)"," Leblon","11 km do centro"," A 150 m da praia",NA,"73","€ 35",1,1,"1","7,2"
"298",298,6827659,12,"Praia da Figueira"," Rio de JaneiroMostrar no mapa","103 km do centro"," A 2,8 km da praia",NA,"0","€ 114",0,0,"0",""
"299",299,1550306,12,"Village Potira"," Rio de JaneiroMostrar no mapa","21 km do centro","",NA,"159","€ 16",0,0,"0","8,6"
"300",300,1034222,12,"Hotel São Cristóvão"," Zona Norte","4 km do centro","",2,"120","€ 19",0,0,"0","5,2"
"301",301,2804743,12,"Copa Residencial Belo"," Copacabana","7 km do centro"," Em frente à praia",3,"3","€ 75",0,0,"1","8,1"
"302",302,3463504,12,"Nacif's Suites"," Rio de JaneiroMostrar no mapa","21 km do centro"," Em frente à praia",NA,"45","€ 16",0,0,"1","9,1"
"303",303,5945452,12,"Planet Hostel"," Recreio dos Bandeirantes","33 km do centro"," A 950 m da praia",NA,"24","€ 24",1,1,"1","9,5"
"304",304,1535225,12,"Apartamento Coração de Copacabana"," Copacabana","7 km do centro"," A 450 m da praia",3,"29","€ 86",0,0,"0","8,4"
"305",305,1300596,12,"Gávea BNB"," Gávea","9 km do centro"," A 1,6 km da praia",3,"86","€ 48",1,1,"1","9,8"
"306",306,5126829,12,"Casa Charme da Colina"," Rio de JaneiroMostrar no mapa","18 km do centro","",3,"4","€ 116",0,0,"1","9,7"
"307",307,6856527,12,"Condomínio Casa com Piscina - Araruama"," Rio de JaneiroMostrar no mapa","88 km do centro","",NA,"0","€ 57",0,0,"0",""
"308",308,6810000,12,"Ipanema - Visconde de Pirajá"," Ipanema","9 km do centro"," A 300 m da praia",NA,"0","€ 94",0,0,"0",""
"309",309,330719,12,"OYO Hotel Barão De Tefé"," Centro do Rio de Janeiro","1 km do centro","",2,"110","€ 16",0,0,"0","5,3"
"310",310,1782699,12,"Hangar Rio Hostel"," Ilha do Governador","10 km do centro","",NA,"252","€ 22",0,0,"1","8,0"
"311",311,6866582,12,"Meu lar"," Rio de JaneiroMostrar no mapa","157 km do centro","",NA,"0","€ 72",0,0,"0",""
"312",312,4380581,12,"Copacabana-Rodolfo Dantas"," Copacabana","7 km do centro"," A 1 000 m da praia",3,"0","€ 94",0,0,"1",""
"313",313,6855645,12,"Casa veraneio em Unamar"," Rio de JaneiroMostrar no mapa","121 km do centro","",NA,"0","€ 32",0,0,"0",""
"314",314,1275103,12,"Hostel New Ipanema"," Ipanema","9 km do centro"," A 450 m da praia",NA,"119","€ 19",0,0,"1","8,1"
"315",315,6886798,12,"Vista Linda Lagoa"," Barra da Tijuca","17 km do centro"," A 2,2 km da praia",NA,"0","€ 28",0,0,"0",""
"316",316,2970278,12,"Hostel Quebra Mar"," Barra da Tijuca","17 km do centro"," Em frente à praia",NA,"54","€ 52",0,0,"1","8,3"
"317",317,4197487,12,"LineRio Copacabana Residence #245"," Copacabana","6 km do centro"," A 600 m da praia",4,"0","€ 76",0,0,"0",""
"318",318,5650015,12,"Laguna Hostel"," Joatinga","17 km do centro"," A 450 m da praia",NA,"21","€ 35",0,0,"1","8,5"
"319",319,6863802,13,"Cantinho do sossego"," Rio de JaneiroMostrar no mapa","137 km do centro"," A 2,7 km da praia",NA,"0","€ 13",0,0,"0",""
"320",320,1055750,13,"Sweet Rio Residence Taquara"," Rio de JaneiroMostrar no mapa","22 km do centro","",NA,"41","€ 25",0,0,"1","9,7"
"321",321,5009206,13,"Hospedagem em JACAREPAGUÁ - HOSTEL MATTOS"," Rio de JaneiroMostrar no mapa","20 km do centro","",NA,"13","€ 31",1,1,"1","9,6"
"322",322,4615880,13,"Quarto perto do Maracanã"," Zona Norte","6 km do centro","",NA,"12","€ 10",0,0,"1","9,3"
"323",323,6897684,13,"Pousada Barra Sol"," Barra da Tijuca","18 km do centro"," A 2,8 km da praia",NA,"0","€ 28",1,1,"1",""
"324",324,6832424,13,"Quarto , Recreio dos Bandeirantes Em Apartamento compartilhado"," Recreio dos Bandeirantes","29 km do centro"," A 2,8 km da praia",NA,"0","€ 28",0,0,"1",""
"325",325,6664714,13,"LemeHarmony by Moriah Apartments"," Leme","6 km do centro"," A 250 m da praia",4,"0","€ 107",0,0,"0",""
"326",326,1926006,13,"Hostel 68"," Recreio dos Bandeirantes","34 km do centro"," A 1,2 km da praia",NA,"49","€ 14",1,1,"1","7,7"
"327",327,1034851,13,"Alfa Park Mar da Barra"," Barra da Tijuca","22 km do centro"," Em frente à praia",3,"19","€ 267",0,0,"0","9,3"
"328",328,6829254,13,"Aconchegante apto 809"," Copacabana","8 km do centro"," A 450 m da praia",NA,"0","€ 36",0,0,"0",""
"329",329,6851319,13,"RANCHO COPACABANA - SUITE CANÁRIO"," Copacabana","7 km do centro"," A 650 m da praia",NA,"0","€ 15",0,0,"1",""
"330",330,6812521,13,"Reserva Pontal"," Recreio dos Bandeirantes","33 km do centro"," Em frente à praia",4,"0","€ 86",0,0,"0",""
"331",331,2047513,13,"Pousada Recanto Barra da Tijuca"," Barra da Tijuca","17 km do centro"," A 2,2 km da praia",3,"56","€ 22",0,0,"1","8,1"
"332",332,4706878,13,"Hostel Varandas do Maracanã"," Zona Norte","5 km do centro","",NA,"62","€ 41",1,1,"1","8,2"
"333",333,4130065,13,"DS Hostel"," Zona Norte","4,3 km do centro","",NA,"174","€ 16",0,0,"1","9,3"
"334",334,1181781,13,"Beach House Ilha da Gigóia"," Barra da Tijuca","17 km do centro"," A 2,2 km da praia",NA,"109","€ 20",0,0,"1","7,6"
"335",335,6798796,13,"ap cido"," Leme","6 km do centro"," A 250 m da praia",NA,"0","€ 89",0,0,"0",""
"336",336,3537505,13,"LineRio Copacabana Residence #189"," Copacabana","7 km do centro"," A 950 m da praia",NA,"3","€ 55",0,0,"0","5,1"
"337",337,3046280,13,"Pousada Barra Green Village"," Rio de JaneiroMostrar no mapa","40 km do centro","",3,"34","€ 33",0,0,"1","8,1"
"338",338,5495366,13,"Casa de Noca Paquetá"," Rio de JaneiroMostrar no mapa","17 km do centro","",NA,"15","€ 44",1,1,"1","8,2"
"339",339,1866470,13,"Hostel Da Bruna - Botafogo"," Botafogo","6 km do centro"," A 1,4 km da praia",NA,"346","€ 18",0,0,"1","7,7"
"340",340,4951169,13,"Flat da Danda"," Copacabana","7 km do centro"," Em frente à praia",3,"5","€ 39",0,0,"1","8,6"
"341",341,3647520,13,"Flat Botafogo"," Botafogo","5 km do centro"," A 450 m da praia",3,"18","€ 25",0,0,"0","9,6"
"342",342,330691,13,"Estalagem Motel (Adult Only)"," Vidigal","11 km do centro"," A 350 m da praia",NA,"20","€ 21",0,0,"1","4,4"
"343",343,556423,13,"Casa Cool Beans B&B"," Santa Teresa","2,6 km do centro"," A 2 km da praia",4,"78","€ 47",1,1,"0","9,5"
"344",344,392186,14,"Hotel Malaga (Adult Only)"," Zona Norte","3,9 km do centro","",NA,"73","€ 24",1,1,"1","7,4"
"345",345,1949030,14,"Mauá Rio Hostel"," Centro do Rio de Janeiro","450 m do centro","",NA,"217","€ 24",0,0,"1","7,4"
"346",346,2294306,14,"Hostel Cidade Nova"," Rio de JaneiroMostrar no mapa","2,6 km do centro","",NA,"73","€ 14",1,1,"1","8,0"
"347",347,2094020,14,"Reisnger Hostel"," Urca","5 km do centro"," A 450 m da praia",NA,"25","€ 25",0,0,"1","7,1"
"348",348,6824742,14,"Lapa - conjugado lindo e aconchegante"," Centro do Rio de Janeiro","1,4 km do centro"," A 2,2 km da praia",NA,"0","€ 27",0,0,"0",""
"349",349,6202403,14,"Family Hostel"," Recreio dos Bandeirantes","33 km do centro"," A 600 m da praia",NA,"0","€ 25",0,0,"1",""
"350",350,6235605,14,"Casa Incrível em Santa Teresa, RJ"," Santa Teresa","2 km do centro"," A 2,5 km da praia",NA,"0","€ 68",0,0,"1",""
"351",351,720492,14,"Maraca Hostel"," Zona Norte","6 km do centro","",NA,"191","€ 20",0,0,"1","7,7"
"352",352,5414286,14,"Hostel Queiroz"," Rio de JaneiroMostrar no mapa","15 km do centro","",3,"16","€ 22",0,0,"1","7,3"
"353",353,6837969,14,"Aconchego Carioca - Figueiredo de Magalhães 304"," Copacabana","7 km do centro"," A 700 m da praia",NA,"0","€ 42",0,0,"1",""
"354",354,4302288,14,"Bem no Centro 1 Smart TV"," Centro do Rio de Janeiro","1,4 km do centro"," A 2,8 km da praia",3,"16","€ 24",0,0,"0","9,2"
"355",355,6882244,14,"Bela Vista do Morro"," Rio de JaneiroMostrar no mapa","40 km do centro","",NA,"0","€ 5",0,0,"0",""
"356",356,351788,14,"Hotel Paraguai (Adult Only)"," Centro do Rio de Janeiro","1,6 km do centro"," A 2,8 km da praia",NA,"67","€ 31",1,1,"1","7,8"
"357",357,5395040,14,"Casa de Campo da Jeanne - Alugue um ou dois quartos"," Rio de JaneiroMostrar no mapa","38 km do centro","",NA,"3","€ 68",0,0,"1","8,7"
"358",358,5882700,14,"OYO Hotel Bariloche"," Zona Norte","4 km do centro","",2,"13","€ 21",0,0,"0","5,4"
"359",359,2479081,14,"Hostel Bless"," Recreio dos Bandeirantes","35 km do centro"," Em frente à praia",NA,"24","€ 23",0,0,"1","7,9"
"360",360,2707617,14,"Pousada terraco Rio Centro"," Rio de JaneiroMostrar no mapa","26 km do centro","",3,"20","€ 22",1,1,"1","8,7"
"361",361,2240271,14,"Motel Skorpios ( Adults only)"," Rio de JaneiroMostrar no mapa","18 km do centro"," A 1,9 km da praia",NA,"0","€ 48",0,0,"1",""
"362",362,330699,14,"Lips Motel (Adult Only)"," Centro do Rio de Janeiro","1,1 km do centro"," A 2 km da praia",NA,"12","€ 31",1,1,"0","6,8"
"363",363,2694510,14,"Quarto Suite na Gavea"," Gávea","9 km do centro"," A 1,7 km da praia",NA,"11","€ 36",0,0,"1","9,5"
"364",364,1706418,14,"Hostel The Gypsies"," Ilha do Governador","10 km do centro"," Em frente à praia",NA,"52","€ 26",0,0,"1","7,9"
"365",365,6905821,14,"Apart. on Charitas Beach, RJ"," Rio de JaneiroMostrar no mapa","9 km do centro","",NA,"0","€ 39",0,0,"0",""
"366",366,6899511,14,"Flat Barra First"," Barra da Tijuca","24 km do centro","",NA,"0","€ 42",0,0,"1",""
"367",367,6904290,14,"Cozy apartment bedroom and living in Ipanema"," Rio de JaneiroMostrar no mapa","9 km do centro"," A 650 m da praia",NA,"0","€ 76",0,0,"0",""
"368",368,6895088,14,"Apartamento Barra Olímpica"," Barra da Tijuca","23 km do centro","",NA,"0","€ 65",0,0,"0",""
"369",369,6899831,15,"BarraFamily by Moriah Apartments"," Barra da Tijuca","18 km do centro","",NA,"0","€ 1 555",0,0,"0",""
